word_len,word,num_samples,response_text
5,shine,4,shine
5,shine,5,shine
5,grade,2,glade
5,grade,3,glade
5,grade,4,glade
5,grade,5,grade
5,photo,2,phot
5,photo,3,phot
5,photo,4,phot
5,photo,5,phot
5,owner,2,owner
5,owner,3,owner
5,owner,4,owner
5,owner,5,owner
6,ground,2,ground
6,ground,3,ground
6,ground,4,ground
6,ground,5,ground
6,junior,2,junior
6,junior,3,junior
6,junior,4,junior
6,junior,5,junior
6,master,2,master
6,master,3,master
6,master,4,master
6,master,5,master
6,relief,2,relif
6,relief,3,relief
6,relief,4,relif
6,relief,5,relif
6,unique,2,unique
6,unique,3,unique
6,unique,4,unique
6,unique,5,unique
6,scheme,2,schem
6,scheme,3,schem
6,scheme,4,schem
6,scheme,5,schem
6,couple,2,couple
6,couple,3,couple
6,couple,4,couple
6,couple,5,couple
6,policy,2,policy
6,policy,3,policy
6,policy,4,police
6,policy,5,policy
6,active,2,active
6,active,3,active
6,active,4,active
6,active,5,active
6,amount,2,amount
6,amount,3,account
6,amount,4,amount
6,amount,5,amount
6,jacket,2,jacket
6,jacket,3,jacket
6,jacket,4,jacket
6,jacket,5,jacket
6,volume,2,volume
6,volume,3,volume
6,volume,4,volume
6,volume,5,volume
6,appeal,2,zeal
6,appeal,3,apel
6,appeal,4,apple
6,appeal,5,zeal
6,refuse,2,refus
6,refuse,3,refus
6,refuse,4,refus
6,refuse,5,refus
6,wealth,2,wealth
6,wealth,3,wealth
6,wealth,4,wealth
6,wealth,5,wealth
6,invite,2,invite
6,invite,3,inval
6,invite,4,invent
6,invite,5,invet
6,future,2,futre
6,future,3,futre
6,future,4,futre
6,future,5,flute
6,mirror,2,miro
6,mirror,3,miro
6,mirror,4,mirror
6,mirror,5,mirror
6,strain,2,strain
6,strain,3,strain
6,strain,4,strain
6,strain,5,strain
6,regret,2,root
6,regret,3,regt
6,regret,4,regt
6,regret,5,root
6,silver,2,silver
6,silver,3,silver
6,silver,4,silver
6,silver,5,silver
6,expert,2,expert
6,expert,3,eport
6,expert,4,elope
6,expert,5,ejert
6,potato,2,pita
6,potato,3,pita
6,potato,4,potato
6,potato,5,pita
6,finish,2,finsh
6,finish,3,finsh
6,finish,4,finsh
6,finish,5,finsh
6,writer,2,write
6,writer,3,write
6,writer,4,write
6,writer,5,write
6,candle,2,candle
6,candle,3,candle
6,candle,4,candle
6,candle,5,candle
6,string,2,string
6,string,3,string
6,string,4,string
6,string,5,string
6,repeat,2,repat
6,repeat,3,reapt
6,repeat,4,repat
6,repeat,5,react
6,muscle,2,muscle
6,muscle,3,muscle
6,muscle,4,muscle
6,muscle,5,muscle
6,breast,2,breast
6,breast,3,breast
6,breast,4,breast
6,breast,5,breast
6,singer,2,singer
6,singer,3,singer
6,singer,4,singer
6,singer,5,singer
6,divide,2,dive
6,divide,3,dive
6,divide,4,dive
6,divide,5,dive
6,desire,2,desire
6,desire,3,desir
6,desire,4,desir
6,desire,5,desir
6,stupid,2,stupid
6,stupid,3,stupid
6,stupid,4,stupid
6,stupid,5,stupid
6,simple,2,simple
6,simple,3,simple
6,simple,4,simple
6,simple,5,simple
6,yellow,2,yellow
6,yellow,3,yellow
6,yellow,4,yellow
6,yellow,5,yellow
6,screen,2,screen
6,screen,3,screen
6,screen,4,siren
6,screen,5,scren
6,sister,2,siter
6,sister,3,siter
6,sister,4,siter
6,sister,5,siter
6,source,2,source
6,source,3,source
6,source,4,source
6,source,5,source
6,editor,2,editor
6,editor,3,editor
6,editor,4,editor
6,editor,5,editor
6,spring,2,spring
6,spring,3,spring
6,spring,4,spring
6,spring,5,spring
6,dealer,2,dealer
6,dealer,3,dealr
6,dealer,4,dealer
6,dealer,5,dealer
6,region,2,region
6,region,3,region
6,region,4,region
6,region,5,legion
6,single,2,single
6,single,3,single
6,single,4,single
6,single,5,single
6,injury,2,injury
6,injury,3,injury
6,injury,4,injury
6,injury,5,injury
6,tennis,2,tenis
6,tennis,3,tennis
6,tennis,4,tenis
6,tennis,5,tenis
6,native,2,native
6,native,3,native
6,native,4,native
6,native,5,native
6,status,2,stau
6,status,3,stau
6,status,4,stau
6,status,5,stau
6,medium,2,mediu
6,medium,3,medium
6,medium,4,medium
6,medium,5,medium
6,bottle,2,bottle
6,bottle,3,bottle
6,bottle,4,bottle
6,bottle,5,bible
6,matter,2,mater
6,matter,3,mater
6,matter,4,mater
6,matter,5,matel
6,guitar,2,guitar
6,guitar,3,guitar
6,guitar,4,guitar
6,guitar,5,guitar
6,garage,2,gafe
6,garage,3,gare
6,garage,4,care
6,garage,5,golf
6,effort,2,effort
6,effort,3,effort
6,effort,4,effort
6,effort,5,effort
6,reason,2,reason
6,reason,3,reason
6,reason,4,reason
6,reason,5,reason
6,excuse,2,escus
6,excuse,3,focus
6,excuse,4,eject
6,excuse,5,focus
6,search,2,search
6,search,3,search
6,search,4,search
6,search,5,search
6,lesson,2,lesson
6,lesson,3,lesson
6,lesson,4,lesson
6,lesson,5,lesion
6,action,2,action
6,action,3,action
6,action,4,action
6,action,5,action
6,weight,2,weight
6,weight,3,weight
6,weight,4,weight
6,weight,5,weight
6,breath,2,breath
6,breath,3,breath
6,breath,4,breath
6,breath,5,breath
6,mobile,2,mobile
6,mobile,3,mobile
6,mobile,4,mobile
6,mobile,5,mobile
6,review,2,review
6,review,3,review
6,review,4,leviw
6,review,5,review
6,insect,2,insect
6,insect,3,insect
6,insect,4,insect
6,insect,5,insect
6,secret,2,secret
6,secret,3,secret
6,secret,4,secret
6,secret,5,score
6,leader,2,ladder
6,leader,3,leadr
6,leader,4,leadr
6,leader,5,leadr
6,system,2,steem
6,system,3,sotem
6,system,4,system
6,system,5,system
6,manner,2,maner
6,manner,3,maner
6,manner,4,maner
6,manner,5,miner
6,permit,2,permit
6,permit,3,permit
6,permit,4,permit
6,permit,5,permit
6,health,2,healt
6,health,3,healt
6,health,4,healt
6,health,5,healt
6,object,2,object
6,object,3,object
6,object,4,object
6,object,5,object
6,safety,2,scaffy
6,safety,3,safety
6,safety,4,safety
6,safety,5,sacket
6,worker,2,worke
6,worker,3,worke
6,worker,4,worker
6,worker,5,wolke
6,father,2,father
6,father,3,father
6,father,4,father
6,father,5,father
6,salary,2,scare
6,salary,3,salry
6,salary,4,silky
6,salary,5,sayer
6,normal,2,normal
6,normal,3,normal
6,normal,4,normal
6,normal,5,normal
6,moment,2,mint
6,moment,3,moent
6,moment,4,moment
6,moment,5,moent
6,energy,2,enrgy
6,energy,3,entry
6,energy,4,entry
6,energy,5,enjoy
6,charge,2,charge
6,charge,3,charge
6,charge,4,charge
6,charge,5,charge
6,option,2,optin
6,option,3,optin
6,option,4,option
6,option,5,option
6,double,2,double
6,double,3,double
6,double,4,double
6,double,5,double
6,income,2,income
6,income,3,income
6,income,4,income
6,income,5,income
6,aspect,2,aspect
6,aspect,3,aspect
6,aspect,4,aspect
6,aspect,5,aspect
6,office,2,office
6,office,3,office
6,office,4,office
6,office,5,office
6,advice,2,advice
6,advice,3,advice
6,advice,4,advice
6,advice,5,advice
6,winner,2,winer
6,winner,3,winer
6,winner,4,winer
6,winner,5,winer
6,author,2,author
6,author,3,author
6,author,4,author
6,author,5,author
6,nobody,2,nobby
6,nobody,3,nobody
6,nobody,4,nodey
6,nobody,5,nodey
6,battle,2,battle
6,battle,3,battle
6,battle,4,battle
6,battle,5,batel
6,assist,2,asit
6,assist,3,asit
6,assist,4,asit
6,assist,5,asit
6,travel,2,travel
6,travel,3,travel
6,travel,4,travel
6,travel,5,travel
6,plenty,2,plenty
6,plenty,3,plenty
6,plenty,4,plenty
6,plenty,5,plenty
6,survey,2,survey
6,survey,3,survey
6,survey,4,survey
6,survey,5,survey
6,ticket,2,tickle
6,ticket,3,ticket
6,ticket,4,tickе
6,ticket,5,tickle
6,result,2,result
6,result,3,result
6,result,4,result
6,result,5,result
6,estate,2,esta
6,estate,3,esta
6,estate,4,esta
6,estate,5,esta
6,island,2,island
6,island,3,island
6,island,4,island
6,island,5,island
6,window,2,window
6,window,3,window
6,window,4,window
6,window,5,windo
6,garden,2,garden
6,garden,3,garden
6,garden,4,garden
6,garden,5,garden
6,second,2,second
6,second,3,second
6,second,4,second
6,second,5,second
6,profit,2,profit
6,profit,3,profit
6,profit,4,profit
6,profit,5,profit
6,degree,2,deer
6,degree,3,degr
6,degree,4,deer
6,degree,5,deer
6,demand,2,deman
6,demand,3,demon
6,demand,4,deman
6,demand,5,demon
6,damage,2,damage
6,damage,3,damage
6,damage,4,damage
6,damage,5,damage
6,poetry,2,poetry
6,poetry,3,poetry
6,poetry,4,poetry
6,poetry,5,poetry
6,design,2,design
6,design,3,design
6,design,4,design
6,design,5,design
6,thanks,2,thanks
6,thanks,3,thanks
6,thanks,4,thanks
6,thanks,5,thanks
6,ladder,2,ladder
6,ladder,3,ladder
6,ladder,4,ladle
6,ladder,5,lader
6,border,2,borde
6,border,3,birde
6,border,4,birde
6,border,5,bored
6,gather,2,gather
6,gather,3,other
6,gather,4,gather
6,gather,5,gather
6,branch,2,branch
6,branch,3,branch
6,branch,4,branch
6,branch,5,branch
6,employ,2,employ
6,employ,3,empire
6,employ,4,employ
6,employ,5,employ
6,credit,2,credit
6,credit,3,credit
6,credit,4,credit
6,credit,5,credit
6,remote,2,remot
6,remote,3,remot
6,remote,4,remot
6,remote,5,remot
6,debate,2,debt
6,debate,3,debat
6,debate,4,debat
6,debate,5,debat
6,horror,2,hor.
6,horror,3,hor
6,horror,4,zoo
6,horror,5,hor
6,annual,2,anul
6,annual,3,anul
6,annual,4,anul
6,annual,5,anul
6,winter,2,winter
6,winter,3,winter
6,winter,4,winter
6,winter,5,winter
6,reveal,2,reval
6,reveal,3,recall
6,reveal,4,reval
6,reveal,5,revel
6,member,2,member
6,member,3,melb
6,member,4,meat
6,member,5,member
6,tackle,2,tackle
6,tackle,3,tackle
6,tackle,4,tackle
6,tackle,5,tackle
6,career,2,care
6,career,3,care
6,career,4,care
6,career,5,cale
6,lawyer,2,lawyer
6,lawyer,3,lawyer
6,lawyer,4,lawyer
6,lawyer,5,lawyer
6,bother,2,bother
6,bother,3,bother
6,bother,4,bother
6,bother,5,bother
6,orange,2,orange
6,orange,3,orange
6,orange,4,orange
6,orange,5,orange
6,mother,2,mother
6,mother,3,mother
6,mother,4,mother
6,mother,5,mother
6,memory,2,meerk
6,memory,3,mereo
6,memory,4,merry
6,memory,5,money
6,effect,2,fact
6,effect,3,fact
6,effect,4,efts
6,effect,5,effect
6,person,2,person
6,person,3,person
6,person,4,person
6,person,5,person
6,record,2,recod
6,record,3,recod
6,record,4,record
6,record,5,recod
6,factor,2,factor
6,factor,3,factor
6,factor,4,factor
6,factor,5,factor
6,speech,2,speech
6,speech,3,speech
6,speech,4,speech
6,speech,5,speech
6,stable,2,stable
6,stable,3,stable
6,stable,4,stable
6,stable,5,stable
6,agency,2,agency
6,agency,3,agency
6,agency,4,agency
6,agency,5,agency
6,repair,2,repai
6,repair,3,repai
6,repair,4,repai
6,repair,5,repai
6,abroad,2,abrod
6,abroad,3,abrid
6,abroad,4,acrid
6,abroad,5,abroad
6,senior,2,senior
6,senior,3,senior
6,senior,4,senior
6,senior,5,senior
6,cancer,2,caner
6,cancer,3,canner
6,cancer,4,canal
6,cancer,5,canel
6,bridge,2,bridge
6,bridge,3,bridge
6,bridge,4,bridge
6,bridge,5,bridge
6,remove,2,remov
6,remove,3,lemov
6,remove,4,remov
6,remove,5,remov
6,spread,2,spread
6,spread,3,spread
6,spread,4,spread
6,spread,5,spread
6,period,2,period
6,period,3,period
6,period,4,period
6,period,5,period
6,button,2,button
6,button,3,button
6,button,4,bunion
6,button,5,button
6,bitter,2,biter
6,bitter,3,biter
6,bitter,4,biter
6,bitter,5,biter
6,affair,2,afir
6,affair,3,afir
6,affair,4,afir
6,affair,5,afir
6,attack,2,atck
6,attack,3,atck
6,attack,4,attack
6,attack,5,attack
6,studio,2,studio
6,studio,3,studio
6,studio,4,studio
6,studio,5,studio
6,handle,2,handle
6,handle,3,handle
6,handle,4,handle
6,handle,5,candle
6,public,2,public
6,public,3,public
6,public,4,public
6,public,5,public
6,throat,2,there is no common english noun that fits all these constraints.
6,throat,3,there is no common english word that fits all the given constraints.
6,throat,4,throa
6,throat,5,there is no common english noun that fits all the given criteria.
6,wonder,2,wonder
6,wonder,3,winder
6,wonder,4,winder
6,wonder,5,wonder
6,drawer,2,draw.
6,drawer,3,drawer
6,drawer,4,drawe
6,drawer,5,drawer
6,listen,2,listen
6,listen,3,listen
6,listen,4,listen
6,listen,5,listen
6,theory,2,theore
6,theory,3,theory
6,theory,4,theory
6,theory,5,theory
6,engine,2,engi
6,engine,3,engi
6,engine,4,fengi
6,engine,5,fengi
6,cookie,2,cookie
6,cookie,3,cookie
6,cookie,4,cookie
6,cookie,5,cookie
6,basket,2,basket
6,basket,3,basket
6,basket,4,basket
6,basket,5,basket
6,switch,2,switch
6,switch,3,switch
6,switch,4,switch
6,switch,5,switch
6,sector,2,sector
6,sector,3,sector
6,sector,4,sector
6,sector,5,sector
6,purple,2,purle
6,purple,3,purle
6,purple,4,purse
6,purple,5,purse
6,league,2,lagu.
6,league,3,leagu
6,league,4,lagu.
6,league,5,legou
6,growth,2,growth
6,growth,3,growth
6,growth,4,growth
6,growth,5,growth
6,spirit,2,spirt
6,spirit,3,spilt
6,spirit,4,spirt
6,spirit,5,spilt
6,inside,2,insef
6,inside,3,inset
6,inside,4,inside
6,inside,5,insef
6,notice,2,notice
6,notice,3,notice
6,notice,4,notice
6,notice,5,notice
6,carpet,2,carpet
6,carpet,3,carpet
6,carpet,4,carpet
6,carpet,5,carpet
6,return,2,return
6,return,3,return
6,return,4,return
6,return,5,return
6,letter,2,lett
6,letter,3,left
6,letter,4,lett
6,letter,5,lett
6,street,2,star
6,street,3,store
6,street,4,stre
6,street,5,stre
6,recipe,2,recip
6,recipe,3,recip
6,recipe,4,recipe
6,recipe,5,rezip
6,client,2,client
6,client,3,client
6,client,4,client
6,client,5,client
6,cousin,2,cousin
6,cousin,3,cousin
6,cousin,4,cousin
6,cousin,5,cousin
6,market,2,market
6,market,3,market
6,market,4,market
6,market,5,market
6,camera,2,camel
6,camera,3,camer
6,camera,4,camer
6,camera,5,camel
6,access,2,aces
6,access,3,aces
6,access,4,aces
6,access,5,aces
6,method,2,method
6,method,3,method
6,method,4,method
6,method,5,method
6,flight,2,flight
6,flight,3,flight
6,flight,4,flight
6,flight,5,flight
6,common,2,zomn
6,common,3,coin
6,common,4,coin.
6,common,5,corn
6,resort,2,resort
6,resort,3,resort
6,resort,4,resit
6,resort,5,resit
6,detail,2,detail
6,detail,3,detail
6,detail,4,detail
6,detail,5,detail
6,cancel,2,canel
6,cancel,3,camel
6,cancel,4,canel
6,cancel,5,camel
6,beyond,2,beyond
6,beyond,3,beyond
6,beyond,4,beyond
6,beyond,5,beyond
6,driver,2,drive
6,driver,3,drive
6,driver,4,drive
6,driver,5,drive
6,reward,2,rewad
6,reward,3,rewad
6,reward,4,rewad
6,reward,5,lewad
6,impact,2,impact
6,impact,3,impact
6,impact,4,impact
6,impact,5,impact
6,strike,2,strike
6,strike,3,strike
6,strike,4,strike
6,strike,5,strike
6,formal,2,formal
6,formal,3,formal
6,formal,4,formal
6,formal,5,formal
6,middle,2,middle
6,middle,3,middle
6,middle,4,model
6,middle,5,middle
6,bottom,2,bottom
6,bottom,3,boat
6,bottom,4,boat
6,bottom,5,boom
6,target,2,targe
6,target,3,table
6,target,4,targe
6,target,5,targe
6,answer,2,answer
6,answer,3,answer
6,answer,4,answer
6,answer,5,answer
6,school,2,school
6,school,3,school
6,school,4,school
6,school,5,school
6,chance,2,chane
6,chance,3,crane
6,chance,4,chane
6,chance,5,chef
6,corner,2,corne
6,corner,3,clone
6,corner,4,cornе
6,corner,5,corne
6,script,2,script
6,script,3,script
6,script,4,script
6,script,5,script
6,device,2,device
6,device,3,devic
6,device,4,devic
6,device,5,devic
6,friend,2,friend
6,friend,3,friend
6,friend,4,friend
6,friend,5,friend
6,tongue,2,tongue
6,tongue,3,tongue
6,tongue,4,tongue
6,tongue,5,tongue
6,resist,2,resit
6,resist,3,resit
6,resist,4,resit
6,resist,5,resit
6,course,2,course
6,course,3,course
6,course,4,course
6,course,5,course
